;代码	X	Y	名称	范围	数量	时间
H010 205 210 暗之魔龙教主     200  1 60
H010 205 210 重装使者     200  1 60
H010 205 210 暗之魔龙巨蛾     200  1 20
H010 205 210 暗之魔龙力士     200  1 20
H010 205 210 暗之魔龙战将     200  1 20
H010 205 210 双头金刚     200  1 10
H010 205 210 双头血魔     200  1 10
H010 205 210 暗之双头金刚     200  1 20
H010 205 210 暗之双头血魔     200  1 20
H010 205 210 暗之黄泉教主     200  1 20
H010 205 210 暗之虹魔教主     200  1 20
H010 205 210 暗之骷髅精灵     200  1 20
H010 205 210 暗之沃玛教主     200  1 30
H010 205 210 暗之赤月恶魔     200  1 30
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 



;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;地图名：王者禁地
H106	75  	114    暗之双头金刚   150	1	15
H106	75  	114    暗之双头血魔   150	1	15
H106	75  	114    暗之黄泉教主   150	1	15
H106	75  	114    暗之虹魔教主   150	1	15
H106	75  	114    暗之骷髅精灵   150	1	15
H106	75  	114    暗之沃玛教主   150	1	15
H106	75  	114    魔龙教主   150	1	60
H006    79      29     石墓尸王  0     1 	40
H106	75  	114    蝎子王	  150	45	20
H106	75  	114    蜈蚣王	  150	45	30
H106	75  	114    钉耙猫王   150	45	30
H106	75  	114    多钩猫王   150	45	30
H106	75  	114    虎蛇王	  150	45	20
H106	75  	114    地狱犬	  150	45	20
H106	75  	114    电僵王	  150	45	30
H106	75  	114    楔蛾王	  150	45	30
H106	75  	114    红蛇王     150	45	30
H106	75  	114    千年尸王   150	3	30
H106	75  	114    重装使者   150	1	60
H106	75  	114    暗之魔龙教主   150	1	60
H106	100  	100    魔影巨人   0	1	60

;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━



;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
;地图名：影之道二层
H202  100   100  祖玛卫士3        100   10    30
H202  100   100  祖玛卫士3        100   10     30
H202  100   100  祖玛卫士3        100   10     30
H202  100   100  祖玛弓箭手3      100   10    30
H202  100   100  祖玛弓箭手3      100   10     30
H202  100   100  祖玛雕像3        100   10    30
H202  100   100  祖玛雕像3        100   10     30
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 

;地图名：影之道三层
H203  100   100  祖玛卫士3        100   10     30
H203  100   100  祖玛卫士3        100   10    30
H203  100   100  祖玛卫士3        100   10     30
H203  100   100  祖玛弓箭手3      100   10    30
H203  100   100  祖玛雕像3        100   10    30
H203  100   100  祖玛雕像3        100   10    30
H203  100   100  祖玛弓箭手3      100   10    30
H203  100   50   祖玛教主         140   1     60
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 

;地图名：沙巴克藏宝阁
H204  100 100   重装使者  	  20    1    60
H204  100 100   地藏王   	  50    1    30 
H204  100 100   沃玛教主   	  140   1    30
H204  100 100   黄泉教主  	  100   1    30
H204  100 100   虹魔教主  	  100   1    30
H204  100 100   双头血魔   	  140   1    30
H204  100 100   双头金刚  	  100   1    30
H204  100 100   暗之沃玛教主       100   1   30
H204  100 100   暗之黄泉教主       100   1   30
H204  100 100   暗之虹魔教主       100   1   30
H204  100 100   暗之双头血魔       100   1   30
H204  100 100   暗之双头金刚       100   1   30
H204  100 100   暗之骷髅精灵       100   1   30
H204  100 100   虹魔猪卫   	  100   2    30
H204  100 100   虹魔蝎卫   	  100   2    30
H204  100 100   邪恶毒蛇   	  100   5   30
H204  100 100   白野猪     	  100   5   30
H204  100 100   沃玛卫士   	  100   6    30
H204  100 100   祖玛卫士3   	  100   20   30
H204  100 100   祖玛雕像3   	  100   10   30
H204  100 100   祖玛弓箭手3       100   30   30
H204  100 100   暗之魔龙教主       100   1   60
H204  100 100   魔龙教主       100   1   30
H204  100 100   魔影巨人       100   1   60
H204  100 100   千年尸王       100   8   30
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━





;神殿－－－
Fama1 31    38    牛魔将军          400   30    10
Fama1 31    38    牛魔侍卫          400   30    10
Fama1 31    38    白野猪            400   20    15
Fama1 31    38    牛魔祭祀          400   30    10
Fama1 31    38    祖玛卫士　        400   30    30
Fama1 31    38    祖玛雕像          400   30    10
Fama1 31    38    祖玛弓箭手        400   30    10
Fama1   50   50     暗之沃玛教主   400   1     10
Fama1   50   50     暗之骷髅精灵   400   1     10
Fama1   50   50     暗之双头金刚   400   1     10
Fama1   50   50     暗之黄泉教主   400   1     10
Fama1   50   50     暗之双头血魔   400   1     10
Fama1   50   50     暗之虹魔教主   400   1     10
Fama1   50   50     千年尸王  400   5     15

Fama2 31    38    白野猪           400    30    10
Fama2 31    38    牛魔王           400    4     20
Fama2 31    38    双头金刚         400    2     15
Fama2 31    38    双头血魔         400    2     15
Fama2 31    38    黄泉教主         400    1     15
Fama2 31    38    虹魔教主         400    1     15
Fama2 31    38    魔龙刀兵　       400    28    10
Fama2 31    38    魔龙射手         400    28    10
Fama2 31    38    魔龙破甲兵       400    28    10
Fama2 31    38    魔龙力士　       400    3    15
Fama2 31    38    魔龙巨蛾         400    5    15
Fama2 31    38    魔龙战将         400    5    15
Fama2   50   50     暗之沃玛教主   400   1     10
Fama2   50   50     暗之骷髅精灵   400   1     10
Fama2   50   50     暗之双头金刚   400   1     10
Fama2   50   50     暗之黄泉教主   400   1     10
Fama2   50   50     暗之双头血魔   400   1     10
Fama2   50   50     暗之虹魔教主   400   1     10
Fama2   50   50     千年尸王   400   5     15
Fama3 31    38    月魔蜘蛛          400    20   10
Fama3 31    38    白野猪           400    30   10
Fama3 31    38    祖玛弓箭手       400    30    10
Fama3 42    19    赤月恶魔         0      1    30
Fama3 14    47    双头金刚         400    1    15
Fama3 31    38    双头血魔         400    1    15
Fama3 31    38    重装使者         400    1    15
Fama3 31    38    赤月恶魔　       0      1    15
Fama3 31    38    地藏魔王         400    1    15
Fama3 31    38    牛魔王           400    1    15
Fama3   31   38     魔龙力士   400   1     15
Fama3   31   38     魔龙巨蛾   400   1     15
Fama3   31   38     魔龙战将   400   1     15
Fama3   50   50     暗之魔龙力士   400   3     15
Fama3   50   50     暗之魔龙巨蛾   400   3     15
Fama3   50   50     暗之魔龙战将   400   3     15
Fama3   50   50     暗之魔龙教主   400   1     30
Fama3   50   50     魔龙教主   400   1     30
Fama3   50   50     千年尸王   400   5    15
Fama4 20    31     月魔蜘蛛          400    10   10
Fama4 7    34    赤月恶魔         0      1    15
Fama4 14    47    双头金刚         400    2    15
Fama4 20    31    双头血魔         400    2    15
Fama4 20    31    祖玛教主         400    1    15
Fama4 20    31    重装使者         400    1    15
Fama4 20    31    暗之赤月恶魔　       400      1    30
Fama4 20    31    地藏魔王         400    1    15
Fama4 20    31    牛魔王           400    1    15
Fama4 20    31    魔影巨人         400    1    60
Fama3   20   31     魔龙力士   400   5     15
Fama3   20   31     魔龙巨蛾   400   5     15
Fama3   20   31     魔龙战将   400   5     15
Fama4   20   31     暗之魔龙力士   400   3     15
Fama4   20   31     暗之魔龙巨蛾   400   3     15
Fama4   20   31     暗之魔龙战将   400   3     15
Fama4   20   31     暗之魔龙教主   400   1     60
Fama4   20   31     魔龙教主       400   1     60
Fama4   20   31     千年尸王      400   8     15


;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
di1  100 100   重装使者  	  20    1    15
di1  100 100   地藏王   	  50    1    15 
di1  100 100   沃玛教主   	  140   1    15
di1  100 100   黄泉教主  	  100   1    15
di1  100 100   虹魔教主  	  100   1    15
di1  100 100   双头血魔   	  140   2    15
di1  100 100   双头金刚  	  100   2    15
di1  100 100   暗之沃玛教主       100   1   15
di1  100 100   暗之黄泉教主       100   1   15
di1  100 100   暗之虹魔教主       100   1   15
di1  100 100   暗之双头血魔       100   1   15
di1  100 100   暗之双头金刚       100   1   15
di1  100 100   暗之骷髅精灵       100   1   15
di1  100 100   祖玛卫士3   	  100   20   35
di1  100 100   祖玛雕像3   	  100   10   35
di1  100 100   祖玛弓箭手3       100   30   35
di1  100 100   暗之魔龙教主       100   1   60
di1  100 100   魔龙教主       100   1   60
di1  100 100   魔龙巨人       100   1   60
di1  50 50      暗之魔龙巨蛾       100   5   15
di1  50 50      暗之魔龙力士      100   5   15
di1  50 50      暗之魔龙战将       100   5   15
di1  50 50     魔龙巨蛾       100   5   15




di2  150 150   暗之魔龙教主       100   1   30
di2  150 150    魔龙教主       100   1   30
di2  150 150    魔龙巨人       100   1   30
di2  150 150    重装使者  	  20    1    15
di2  150 150    地藏王   	  50    1    15 
di2  150 150   沃玛教主   	  140   1    15
di2  150 150   黄泉教主  	  100   1    15
di2  150 150    虹魔教主  	  100   1    15
di2  150 150    双头血魔   	  140   4    15
di2  150 150   双头金刚  	  100   4    15
di2  150 150    暗之沃玛教主       100   1   15
di2  150 150    暗之黄泉教主       100   1   15
di2  150 150    暗之虹魔教主       100   1   15
di2  150 150   暗之双头血魔       100   1   15
di2  150 150   暗之双头金刚       100   1   15
di2  150 150   暗之骷髅精灵       100   1   15
di2  150 150      暗之魔龙巨蛾       100   5   15
di2  150 150      暗之魔龙力士      100   5   15
di2  150 150      暗之魔龙战将       100   5   15
di2	150	150	牛魔战士	180	60	10
di2	150	150	牛魔斗士	180	60	10
di2	150	150	牛魔侍卫	180	60	10
di2	150	150	牛魔法师	180	60	10
di2	150	150	牛魔将军	180	30	10
di2	150	150	牛魔祭司	180	30	10
di2	150	150	牛魔战士	180	2	60
di2	150	150	牛魔斗士	180	2	60
di2	150	150	牛魔侍卫	180	2	60
di2	150	150	牛魔法师	180	2	60
di2	150	150	牛魔将军	180	2	60
di2	150	150	牛魔祭司	180	2	60
di2	150	150	宝箱		200	2	60
di2	150	150	宝箱		200	2	60
di2	150	150	宝箱		200	2	60
di2	150	150	宝箱		200	1	120
di2	150	150	牛魔侍卫	180	60	10
di2	150	150	牛魔法师	180	40	10
di2	150	150	牛魔将军	180	20	10
di2	150	150	牛魔祭司	180	20	10
di2	150	150	牛魔战士	180	2	60
di2	150	150	牛魔斗士	180	2	60


di3	50	50	牛魔王		1	1	15
di3	50	50	暗之牛魔王	1	1	30
di3	50	50	暗之魔龙教主	1	1	60
di3	50	50	宝箱		50	2	60
di3	50	50	宝箱		50	2	60
di3	50	50	宝箱		50	2	60
di3	50	50	宝箱		50	1	120
di3	50	50	牛魔将军	70	30	8
di3	50	50	牛魔祭司	70	30	8
di3  50 50   暗之魔龙教主       70   1   60
di3  50 50     魔龙教主       100   1   60
di3  50 50     魔龙巨人       100   1   60
di3  50 50     重装使者  	  20    2    15
di3  50 50      地藏王   	  50    2    15 
di3  50 50      沃玛教主   	  140   3    15
di3  50 50      黄泉教主  	  100   3    15
di3  50 50     虹魔教主  	  100   3    15
di3  50 50      双头血魔   	  140   3    15
di3  50 50     双头金刚  	  100   3    15
di3  50 50    暗之沃玛教主       100   1   15
di3  50 50    暗之黄泉教主       100   1   10
di3  50 50      暗之虹魔教主       100   1   15
di3  50 50      暗之双头血魔       100   1   15
di3  50 50      暗之双头金刚       100   1   15
di3  50 50     暗之骷髅精灵       100   1   15
di3  50 50      暗之魔龙巨蛾       100   10   20
di3  50 50      暗之魔龙力士      100   10   20
di3  50 50      暗之魔龙战将       100   10   20
di3  50 50     魔龙巨蛾       100   5  10
di3  50 5    魔龙力士   100	5	10
di3  50 5    魔龙战将   100	5	10





zhu9	75  	114    暗之双头金刚   150	1	10
zhu9	75  	114    暗之双头血魔   150	1	10
zhu9	75  	114    暗之黄泉教主   150	1	10
zhu9	75  	114    暗之虹魔教主   150	1	10
zhu9	75  	114    暗之骷髅精灵   150	1	10
zhu9	75  	114    暗之沃玛教主   150	1	10
zhu9	75  	114    魔龙教主   150	1	30
zhu9	75  	114    魔龙刀兵	  150	40	10
zhu9	75  	114    魔龙射手	  150	40	10
zhu9	75  	114    魔龙破甲兵	  150	40	10
zhu9	75  	114    暗之魔龙巨蛾   150	3	10
zhu9	75  	114    暗之魔龙力士   150	3	10
zhu9	75  	114    暗之魔龙战将   150	3	10
zhu9	75  	114    魔龙巨蛾   150	5	10
zhu9	75  	114    魔龙力士   150	5	10
zhu9	75  	114    魔龙战将   150	5	10
zhu9	75  	114    重装使者   150	5	10
zhu9	75  	114    暗之魔龙教主   150	1	60
zhu9	100  	100    魔影巨人   0	1	60


zhu10	75  	114    双头金刚   150	5	15
zhu10	75  	114    双头血魔   150	5	15
zhu10	75  	114    暗之双头金刚   150	2	15
zhu10	75  	114    暗之双头血魔   150	2	15
zhu10	75  	114    暗之黄泉教主   150	2	15
zhu10	75  	114    暗之虹魔教主   150	2	15
zhu10	75  	114    暗之骷髅精灵   150	2	15
zhu10	75  	114    暗之沃玛教主   150	2	15
zhu10	75  	114    魔龙教主   150	1	30
zhu10	75  	114    魔龙教主   150	2	30
zhu10	75  	114    魔龙刀兵	  150	30	5
zhu10	75  	114    魔龙射手	  150	30	5
zhu10	75  	114    魔龙破甲兵	  150	30	5
zhu10	75  	114    暗之魔龙巨蛾   150	10	15
zhu10	75  	114    暗之魔龙力士   150	10	15
zhu10	75  	114    暗之魔龙战将   150	10	15
zhu10	75  	114    魔龙巨蛾   150	10	15
zhu10	75  	114    魔龙力士   150	10	15
zhu10	75  	114    魔龙战将   150	10	15
zhu10	75  	114    重装使者   150	3	15
zhu10	75  	114    暗之魔龙教主   150	2	60
zhu10	75  	114    魔影巨人   150	 2	60


;新培－－－BOSS皇宫－－－－－－－－－－－－－－－－－－－－－－－
BOSSG     20  22         暗之魔龙教主    0       1       60
BOSSG     20  32         魔龙教主       50       1       60
BOSSG     20  32         魔影巨人      50       1        60
BOSSG     20  32         暗之牛魔王     50       1       30
BOSSG     16  26         地藏魔王       50       2       30
BOSSG     11  30         牛魔王         50       2       30
BOSSG     31  38         重装使者       50       2       30
BOSSG     31  38         暗之魔龙战将   50       2       20
BOSSG     31  38         暗之魔龙力士   50       2       20
BOSSG     31  38         暗之魔龙巨蛾   50       2       20
BOSSG     31  38         双头金刚       50       1       30
BOSSG     31  38         双头血魔       50       1       30
BOSSG	75  114	 	暗之双头金刚	 150	 2	 30
BOSSG	75  114	 	暗之虹魔教主	 150	 2	 30
BOSSG	75  114	 	暗之骷髅精灵	 150	 2	 30
BOSSG	75  114	 	暗之沃玛教主	 150	 2	 30
BOSSG	75  114	 	暗之双头血魔	 150	 2	 30
BOSSG   75  114	 	暗之黄泉教主	 150	 2	 30
BOSSG   75  114	 	千年尸王	 150	 1	 30


;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
BOSS8  200  200  暗之魔龙力士  50  1  15
BOSS8  200  200  暗之魔龙巨蛾  50  1  15
BOSS8  200  200  暗之魔龙力士  50  1  15
BOSS8  200  200  暗之魔龙巨蛾  50  1  15
BOSS8  200  200  魔龙力士  50  3  10
BOSS8  200  200  魔龙巨蛾  50  3  10
BOSS8  200  200  魔龙刀兵  50  3  10
BOSS8  200  200  魔龙破甲兵  50  3  10
BOSS8  200  200  魔龙射手  50  3  10
BOSS8  200  200  魔龙战将  50  3  10
BOSS8  200  200  魔龙邪眼  50  3  10
BOSS8  200  200  魔龙力士  50  3  10
BOSS8  200  200  魔龙巨蛾  50  3  10
BOSS8  200  200  魔龙刀兵  50  3  10
BOSS8  200  200  魔龙破甲兵  50  3  10
BOSS8  200  200  魔龙射手  50  3  10
BOSS8  200  200  魔龙战将  50  3  10
BOSS8  200  200  魔龙邪眼  50  3  10
BOSS8  200   200  重装使者      200  1   30
BOSS8  200   200  暗之双头金刚     200  1   15
BOSS8  200   200  暗之双头血魔     200  1   15
BOSS8  200   200  暗之黄泉教主     200  1   15
BOSS8  200   200  暗之虹魔教主     200  1   15
BOSS8  200   200  暗之沃玛教主     200  1   15
BOSS8  200  200  暗之魔龙力士  50  3  20
BOSS8  200  200  暗之魔龙巨蛾  50  3  20
BOSS8  200  200  暗之魔龙战将  50  3  20
BOSS8  200   200  双头金刚     200  1   15
BOSS8  200   200  双头血魔     200  1   15
BOSS8  200   200  黄泉教主     200  1   15
BOSS8  200   200  虹膜教主     200  1   15
BOSS8  200   200  沃玛教主      200  1   15
BOSS8  200   200  暗之双头金刚     200  1   30
BOSS8  200   200  暗之双头血魔     200  1   30
BOSS8  200   200  暗之黄泉教主     200  1   60
BOSS8  200   200  暗之虹魔教主     200  1   30
BOSS8  200   200  暗之沃玛教主     200  1   30
BOSS8  200   200  魔影巨人     200  1   60
BOSS8  200   200  魔龙教主     200  1   60
BOSS8  200   200  暗之魔龙教主     200  1   60
BOSS8  79    48     暗之赤月恶魔    0       1       20
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

wane1   17  21   暗之赤月恶魔     0      1     30
wane1   13  17   血僵尸           5      5     15
wane1   13  17   月魔蜘蛛         15     10     15
wane1   12  18   邪恶巨人         5      5     30
wane1   14  23   黑锷蜘蛛         15      15    15
wane1   26  14   暗之触龙神       8      1     30
wane1   25  12   暗之魔龙教主     0      1     15
wane1   26  14   暗之虹魔教主     8      1     15
wane1   26  14   暗之骷髅精灵     8      1     15
wane1   26  14   暗之双头金刚     8      1     15
wane1   26  14   暗之沃玛教主     8      1     15
wane1   26  14   暗之黄泉教主     8      1     15
wane1   26  14   暗之双头血魔     8      1     15
wane1   26  14   暗之牛魔王       8      1     15
wane1   26  14   魔龙教主         8      1     60





B102    11    14    圣域教主          10    1      10
B103    11    14    圣域牛魔王        10    1      10
B104    11    14    圣域护卫          10    1      10
B105    11    14    圣域稻草人        10    1      10
B106    11    14    圣域金刚          10    1      10
B107    11    14    圣域雪人          10    1      10
B108    11    14    圣域蛇王          10    1      10
B109    11    14    圣域猪卫          10    1      10
B110    11    14    圣域多钩猫        10    1      10
B111    11    14    圣域杀手          10    1      10
B112    11    14    圣域祭司          10    1      10
B113    11    14    圣域将军          10    1      10
B114    11    14    圣域冥狼          10    1      10
B115    11    14    圣域法师          10    1      10
B116    11    14    圣域斗士          10    1      10
B117    11    14    圣域钉耙猫        10    1      10
B118    11    14    圣域战士          10    1      10
B119    11    14    圣域侍卫          10    1      10
B120    11    14    圣域月魔          10    1      10
B121    11    14    圣域钳虫          10    1      10
B122    11    14    圣域精灵          10    1      10
B123    11    14    圣域魔魂          10    1      10
B124    11    14    圣域长枪兵        10    1      10
B125    11    14    圣域血魔          10    1      10
B126    11    14    圣域神影          10    1      10
B127    11    14    圣域蝙蝠          10    1      10
B128    11    14    圣域刀斧手        10    1      10
B129    11    14    圣域弓箭手        10    1     10
B130    11    14    圣域半兽人        10    1      10
B131    11    14    圣域蝎卫          10    1      10
B132    11    14    圣域骷髅          10    1      10
B133    11    14    圣域尸王          10    1      10
B134    11    14    圣域蛤蟆          10    1      10
B135    11    14    圣域蝎子          10    1      10




migong	50	50	魔龙刀兵	70	35	10
migong	50	50	魔龙射手	70	35	10
migong	50	50	千年尸王	70	30	10
migong	50	50	白野猪	        70	20	10
migong	50	50	赤月恶魔	70	2	20
migong	50	50	双头金刚	70	3	15
migong	50	50	双头血魔	70	3	15
migong	50	50	沃玛教主	70	4	15
migong	50	50	黄泉教主	70	2	15
migong	50	50	重装使者	70	2	30
migong	50	50	牛魔王		1	2	15
migong	50	50	暗之牛魔王	1	2	15
migong	50	50	魔影巨人	1	2	60
migong	50	50	魔龙巨蛾	70	4	15
migong	50	50	魔龙力士	70	4	15
migong	50	50	魔龙战将	70	4	15
migong	50	50	魔龙教主	70	1	60
migong	50	50	暗之魔龙巨蛾	70	4	15
migong	50	50	暗之魔龙力士	70	4	15
migong	50	50	暗之魔龙战将	70	4	15
migong	50	50	暗之魔龙教主	70	1	60
migong	50	50	斗勋教主	70	1	60


hl001 200  200  狂热火蜥蜴   110   5  20
hl001 200  200  狂热火蜥蜴   110   5  20
hl001 200  200  狂热火蜥蜴   110   5  20
hl001 200  200  狂热火蜥蜴   110   5  20
hl001 200  200  狂热火蜥蜴   110   5  20
hl001 200  200  狂热火蜥蜴   110   5  20
hl001 19   231  雷炎蛛王     250   1  60
hl001 200  200  绿魔蜘蛛   110   5  20
hl001 200  200  绿魔蜘蛛   110   5  20
hl001 200  200  绿魔蜘蛛   110   5  20
hl001 200  200  绿魔蜘蛛   110   5  20
hl001 200  200  绿魔蜘蛛   110   5  20
hl001 200  200  绿魔蜘蛛   110   5  20
hl001 200  200  圣殿护卫   110   5  20
hl001 200  200  圣殿护卫   110   5  20
hl001 200  200  圣殿卫士   110   10  10
hl001 200  200  圣殿卫士   110   10  10
hl001 200  200  圣殿护卫   110   5  20
hl001 200  200  圣殿卫士   110   10  10
hl001 200  200  圣殿护卫   110   5  20
hl001 200  200  圣殿卫士   110   10  10
hl001 200  200  圣殿护卫   110   5  20
hl001 200  200  圣殿卫士   110   10  10
hl001 200  200  金杖蜘蛛   110   10  20
hl001 200  200  金杖蜘蛛   110   10  20
hl001 200  200  金杖蜘蛛   110   10  20
hl001 200  200  金杖蜘蛛   110   10  20
hl001 200  200  金杖蜘蛛   110   10  20
hl001 200  200  金杖蜘蛛   110   10  20
hl001 200  200  巨镰蜘蛛   110   10  20
hl001 200  200  巨镰蜘蛛   110   10  20
hl001 200  200  巨镰蜘蛛   110   10  20
hl001 200  200  巨镰蜘蛛   110   10  20
hl001 200  200  巨镰蜘蛛   110   10  20
hl001 200  200  巨镰蜘蛛   110   10  20
hl001 200  200  金杖蜘蛛   110   5  20
hl001 200  200  巨镰蜘蛛   110   5  20
hl001 200  200  黑牙蜘蛛   110   5  10
hl001 200  200  黑牙蜘蛛   110   5  10
hl001 200  200  黑牙蜘蛛   110   5  10
hl001 200  200  黑牙蜘蛛   110   5  10
hl001 200  200  黑牙蜘蛛   110   5  10
hl001 200  200  黑牙蜘蛛   110   10  10
hl001 200  200  黑牙蜘蛛   110   10  10
hl001 200  200  黑牙蜘蛛   110   10  10
hl001 200  200  黑牙蜘蛛   110   10  10

H301  50  50  黑牙蜘蛛  45  7  15
H301  50  50  恶魔蜘蛛  45  7  15
H301  50  50  巨镰蜘蛛  45  7  15
H301  50  50  金杖蜘蛛  45  7  15
H301  50  50  圣殿卫士  45  7  15
H301  50  50  圣殿护卫  45  7  15
H301  50  50  绿魔蜘蛛  45  7  15
H301  50  50  狂热火蜥蜴  45  7  10
H301  50  50  雷炎蛛王  45  3  60
H301  52  26  雷炎神龙   0  1  60
H301  48  30  嗜血教主   1  1  30

hl002 100 100  黑牙蜘蛛  110  8  15
hl002 100 100  黑牙蜘蛛  110  8  15
hl002 100 100  黑牙蜘蛛  110  8  15
hl002 100 100  黑牙蜘蛛  110  8  15


hl002 100 100  恶魔蜘蛛  110  8  15
hl002 100 100  恶魔蜘蛛  110  8  15
hl002 100 100  恶魔蜘蛛  110  8  15
hl002 100 100  恶魔蜘蛛  110  8  15
hl002 100 100  恶魔蜘蛛  110  8  15


hl002 100 100  巨镰蜘蛛  110  8  15
hl002 100 100  巨镰蜘蛛  110  8  15
hl002 100 100  巨镰蜘蛛  110  8  15
hl002 100 100  巨镰蜘蛛  110  8  15

hl002 100 100  金杖蜘蛛  110  5  15
hl002 100 100  金杖蜘蛛  110  5  15
hl002 100 100  金杖蜘蛛  110  5  15
hl002 100 100  金杖蜘蛛  110  5  15
hl002 100 100  金杖蜘蛛  110  5  15


hl002 100 100  圣殿卫士  110  5  15
hl002 100 100  圣殿卫士  110  5  15
hl002 100 100  圣殿卫士  110  5  15
hl002 100 100  圣殿卫士  110  5  15
hl002 100 100  圣殿卫士  110  5  15


hl002 100 100  圣殿护卫  110  3  15
hl002 100 100  圣殿护卫  110  3  15
hl002 100 100  圣殿护卫  110  3  15
hl002 100 100  圣殿护卫  110  3  15

hl002 100 100  绿魔蜘蛛  110  3  15
hl002 100 100  绿魔蜘蛛  110  3  15
hl002 100 100  绿魔蜘蛛  110  3  15
hl002 100 100  绿魔蜘蛛  110  3  15
hl002 100 100  绿魔蜘蛛  110  3  15
hl002 100 100  绿魔蜘蛛  110  3  15
hl002 100 100  绿魔蜘蛛  110  3  15
hl002 100 100  绿魔蜘蛛  110  3  15

hl002 100 100  狂热火蜥蜴  110  3  15
hl002 100 100  狂热火蜥蜴  110  3  15
hl002 100 100  狂热火蜥蜴  110  3  15
hl002 100 100  狂热火蜥蜴  110  3  15
hl002 100 100  狂热火蜥蜴  110  3  15
hl002 100 100  狂热火蜥蜴  110  3  15
hl002 100 100  狂热火蜥蜴  110  3  15
hl002 100 100  狂热火蜥蜴  110  3  15
hl002 37  181  雷炎蛛王    100  2  60
hl002 136 159  雷炎蛛王    100  2  60

;星王神殿－－－
Fama12 31    38    牛魔将军          400   40    10
Fama12 31    38    牛魔侍卫          400   40    10
Fama12 31    38    牛魔祭祀          400   40    10
Fama12   50   50     暗之沃玛教主   400   2     10
Fama12   50   50     暗之骷髅精灵   400   2     10
Fama12   50   50     暗之双头金刚   400   2     10
Fama12   50   50     暗之黄泉教主   400   2     10
Fama12   50   50     暗之双头血魔   400   2     10
Fama12   50   50     暗之虹魔教主   400   2     10
Fama12   50   50     魔龙战将        400   10    10
Fama12   50   50     魔龙巨蛾        400   10    10
Fama12   50   50     魔龙力士        400   10    10
Fama12 31    38    双头金刚         400    3     10
Fama12 31    38    双头血魔         400    3     10
Fama12 31    38    黄泉教主         400    2     10
Fama12 31    38    虹魔教主         400    2     10
Fama12 31    38    暗之魔龙教主     400    1     60
Fama12 31    38    魔影巨人         400    1     60
Fama12 31    38    魔龙教主         400    1     60
Fama12 31    38    恶魔树妖         400    1     60


Fama22 31    38    祖玛卫士　        400   40    10
Fama22 31    38    祖玛雕像          400   40    10
Fama22 31    38    祖玛弓箭手        400   40    10
Fama22 31    38    牛魔王           400    4     10
Fama22 31    38    双头金刚         400    5     15
Fama22 31    38    双头血魔         400    5     15
Fama22 31    38    黄泉教主         400    3     15
Fama22 31    38    虹魔教主         400    3     15
Fama22 31    38    魔龙力士　       400    10    15
Fama22 31    38    魔龙巨蛾         400    10    15
Fama22 31    38    魔龙战将         400    10    15
Fama22   50   50     暗之魔龙力士   400   5     10
Fama22   50   50     暗之魔龙巨蛾   400   5     10
Fama22   50   50     暗之魔龙战将   400   5    10
Fama22   50   50     暗之魔龙教主   400   1     60
Fama22   50   50     魔龙教主       400   1     60
Fama22   50   50     魔影巨人       400   1     60
Fama22   50   50     恶魔树妖       400   1     60


Fama32 31    38    魔龙刀兵　       400    40    10
Fama32 31    38    魔龙射手         400   40    10
Fama32 31    38    魔龙破甲兵       400   40    10
Fama32 31    38    月魔蜘蛛          400    20   10
Fama32 31    38    重装使者         400    2    15
Fama32 20    31    祖玛教主         400    2    10
Fama32 31    38    赤月恶魔　       0      2    10
Fama32 31    38    地藏王         400    2    15
Fama32 31    38    牛魔王           400    2    10
Fama32   50   50     暗之魔龙力士   400   11     20
Fama32   50   50     暗之魔龙巨蛾   400   11     20
Fama32   50   50     暗之魔龙战将   400  11     20
Fama32   50   50     暗之魔龙教主   400   1     60
Fama32   50   50     恶魔树妖   400   1     60
Fama32   50   50     魔龙教主   400   1     60
Fama32   20   31     魔龙力士   400   15     15
Fama32   20   31     魔龙巨蛾   400   15     15
Fama32   20   31     魔龙战将   400   15     15
Fama32   20   31     魔影巨人   400   1     60


Fama42  20    31     月魔蜘蛛        400    10   5
Fama42  20    31    重装使者         400    2    10
Fama42  20    31    暗之赤月恶魔　   400    2    15
Fama42  20    31    地藏王         400    2    15
Fama42  20    31    牛魔王           400    2    15
Fama42   20   31     暗之魔龙力士   400   3     10
Fama42   20   31     暗之魔龙巨蛾   400   3     10
Fama42   20   31     暗之魔龙战将   400   3     10
Fama42   20   31     暗之魔龙教主   400   2     30
Fama42   20   31     恶魔树妖       400   1     60
